2458940.500000000, A.D. 2020-Apr-01 00:00:00.0000, 69.185679, -2.416905337362640E-01, -1.448973188524631E+00, -2.465055343825679E-02, 1.433216192498350E-02, -1.049040303433247E-03, -3.735190783588904E-04,
2459305.500000000, A.D. 2021-Apr-01 00:00:00.0000, 69.185671, -5.663079618736299E-01, 1.520312762100824E+00, 4.558433433237965E-02, -1.260543481481087E-02, -3.663162601645703E-03, 2.326408141280739E-04,
2459670.500000000, A.D. 2022-Apr-01 00:00:00.0000, 69.185661, 3.730880115771331E-01, -1.370708982207369E+00, -3.796427770955300E-02, 1.400627392382016E-02, 4.944216222799973E-03, -2.397017655452213E-04,
2460035.500000000, A.D. 2023-Apr-01 00:00:00.0000, 69.185650, -1.063626083723047E+00, 1.264962637938976E+00, 5.261080019183326E-02, -1.021997577341464E-02, -7.775836539538178E-03, 8.797906195957044E-05,
2460401.500000000, A.D. 2024-Apr-01 00:00:00.0000, 69.185640, 9.323476259882687E-01, -1.028656808328908E+00, -4.433190825310492E-02, 1.084948761203419E-02, 1.064791820024691E-02, -4.276830286487749E-05,
2460766.500000000, A.D. 2025-Apr-01 00:00:00.0000, 69.185634, -1.434480345477845E+00, 8.466113635289352E-01, 5.307170606262963E-02, -6.631142417068268E-03, -1.082869250117370E-02, -6.420900240544144E-05,
2461131.500000000, A.D. 2026-Apr-01 00:00:00.0000, 69.185633, 1.292926834866890E+00, -4.838367000224560E-01, -4.166872581663521E-02, 5.390114680644440E-03, 1.432503639350654E-02, 1.680380676549764E-04,
2461496.500000000, A.D. 2027-Apr-01 00:00:00.0000, 69.185639, -1.625836344467574E+00, 3.404636634484119E-01, 4.715866112568484E-02, -2.378849064056765E-03, -1.248880657343109E-02, -2.035051443109942E-04,
2461862.500000000, A.D. 2028-Apr-01 00:00:00.0000, 69.185649, 1.387479790494861E+00, 1.772690240210999E-01, -3.017565112740381E-02, -1.265308586100767E-03, 1.508080690536825E-02, 3.470016518644660E-04,
2462227.500000000, A.D. 2029-Apr-01 00:00:00.0000, 69.185650, -1.625703322579532E+00, -2.160965452033142E-01, 3.540655064141648E-02, 2.354531662888332E-03, -1.267193449463854E-02, -3.234597400245924E-04,
2462592.500000000, A.D. 2030-Apr-01 00:00:00.0000, 69.185655, 1.200864881883653E+00, 7.909738138558620E-01, -1.282682416337920E-02, -7.166447356688539E-03, 1.288763413702999E-02, 4.456953293109198E-04,
2462957.500000000, A.D. 2031-Apr-01 00:00:00.0000, 69.185663, -1.427303602589184E+00, -7.342301771857398E-01, 1.961024600204486E-02, 6.932888425278680E-03, -1.123904316512634E-02, -4.055413250409718E-04,
2463323.500000000, A.D. 2032-Apr-01 00:00:00.0000, 69.185666, 7.814018010624753E-01, 1.268937336177496E+00, 7.451230468472829E-03, -1.137442059796037E-02, 8.552312737123299E-03, 4.580487826964771E-04,
2463688.500000000, A.D. 2033-Apr-01 00:00:00.0000, 69.185663, -1.031985298261749E+00, -1.167087716875095E+00, 8.667603570595000E-04, 1.102342233869725E-02, -8.055055683196330E-03, -4.388671244092151E-04,
2464053.500000000, A.D. 2034-Apr-01 00:00:00.0000, 69.185653, 2.411810394571292E-01, 1.524015302507456E+00, 2.612089502812961E-02, -1.328433729467822E-02, 3.411354748801736E-03, 3.971775859690716E-04,
2464418.500000000, A.D. 2035-Apr-01 00:00:00.0000, 69.185643, -4.924433858206980E-01, -1.422386520214465E+00, -1.761002506298176E-02, 1.376076896253240E-02, -3.364458879184938E-03, -4.075806975226537E-04,
2464784.500000000, A.D. 2036-Apr-01 00:00:00.0000, 69.185639, -3.441080234934579E-01, 1.553659767598704E+00, 4.117138560885403E-02, -1.313305709221097E-02, -1.809883436579864E-03, 2.838805172662937E-04,
2465149.500000000, A.D. 2037-Apr-01 00:00:00.0000, 69.185633, 1.428750120430566E-01, -1.444245321852448E+00, -3.359167631661015E-02, 1.446264088011294E-02, 2.578220296632544E-03, -3.002987299608794E-04,
2465514.500000000, A.D. 2038-Apr-01 00:00:00.0000, 69.185634, -8.693073226684739E-01, 1.377421358322099E+00, 5.031350051674515E-02, -1.130018794150910E-02, -6.271786195027624E-03, 1.451855598329758E-04,
2465879.500000000, A.D. 2039-Apr-01 00:00:00.0000, 69.185644, 7.364945002608164E-01, -1.201003815226111E+00, -4.312754600123867E-02, 1.247700931439417E-02, 8.501203623510178E-03, -1.275515117470716E-04,
2466245.500000000, A.D. 2040-Apr-01 00:00:00.0000, 69.185651, -1.298284492665473E+00, 1.024044513629870E+00, 5.327402346672890E-02, -8.118841291473253E-03, -9.801152733196396E-03, -6.870834246740256E-06,
2466610.500000000, A.D. 2041-Apr-01 00:00:00.0000, 69.185656, 1.190583207560250E+00, -7.101855183751806E-01, -4.411664535926441E-02, 7.735847504489376E-03, 1.320026909496832E-02, 8.707999269623644E-05,
2466975.500000000, A.D. 2042-Apr-01 00:00:00.0000, 69.185664, -1.566172952851991E+00, 5.551991863535624E-01, 4.985681105552045E-02, -4.117508305358462E-03, -1.200234050100848E-02, -1.509362959398114E-04,
2467340.500000000, A.D. 2043-Apr-01 00:00:00.0000, 69.185670, 1.387295862188302E+00, -8.547943249219130E-02, -3.593434319554203E-02, 1.441351999411315E-03, 1.516150572204461E-02, 2.824674951237921E-04,
2467706.500000000, A.D. 2044-Apr-01 00:00:00.0000, 69.185677, -1.651860108542348E+00, 4.842007015801339E-03, 4.036691543480929E-02, 5.155931807571411E-04, -1.279887751684835E-02, -2.808740605145050E-04,
